"","cod_mun","ano_censo","mediaEducacao","psf"
"697",220190,2007,4.55854126679463,1
"698",220191,2007,3.31506849315068,1
"699",220192,2007,3.97142857142857,1
"700",220194,2007,3.82926829268293,1
"701",220196,2007,4.75555555555556,1
"702",220198,2007,4.14285714285714,1
"703",220200,2007,4.39550561797753,1
"704",220202,2007,3.80882352941176,1
"705",220205,2007,4.64285714285714,1
"706",220207,2007,4.42857142857143,1
"707",220208,2007,4.11290322580645,1
"708",220209,2007,4.82692307692308,1
"709",220210,2007,3.76315789473684,1
"710",220211,2007,3.39473684210526,1
"711",220213,2007,4.3125,1
"712",220217,2007,3.92647058823529,1
"713",220220,2007,4.78390957446809,1
"714",220225,2007,4.50909090909091,1
"715",220230,2007,4.1790450928382,1
"716",220240,2007,4.38095238095238,1
"717",220245,2007,4.14285714285714,1
"718",220250,2007,3.79156327543424,1
"719",220253,2007,3.45714285714286,1
"720",220255,2007,3.92727272727273,1
"721",220260,2007,4.01699346405229,1
"722",220265,2007,3.63636363636364,1
"723",220270,2007,3.82260596546311,1
"724",220271,2007,3.78571428571429,1
"725",220272,2007,3.08695652173913,1
"726",220273,2007,3.57894736842105,1
"727",220275,2007,5,1
"728",220277,2007,4.85714285714286,1
"729",220280,2007,4.30275229357798,1
"730",220285,2007,4.5,1
"731",220290,2007,4.57707509881423,1
"732",220300,2007,4.48275862068965,1
"733",220310,2007,4.3796992481203,1
"734",220320,2007,4.33975903614458,1
"735",220323,2007,3.95454545454545,1
"736",220325,2007,4.22222222222222,1
"737",220327,2007,4.11111111111111,1
"738",220330,2007,4.59459459459459,1
"739",220335,2007,4.18461538461538,1
"740",220340,2007,5.40540540540541,1
"741",220342,2007,3.69333333333333,1
